analysis,seed,epoch,train_loss,train_accuracy,val_loss,val_accuracy,seconds
class2,42,0,1.8729121710938803,0.5066042467814746,1.077528721259491,0.7559899117276166,274.55471539497375
class2,42,1,0.7167016026009446,0.858719277712757,0.4090531247410768,0.9337957124842372,275.1631119251251
class2,42,2,0.2228060570713509,0.9785988965056012,0.126432694398421,0.9854981084489282,274.61109018325806
class2,42,3,0.0894693241651949,0.9949841163685004,0.1116411907300071,0.9867591424968474,275.00197196006775
class2,42,4,0.0764196689582114,0.9954857047316502,0.1034720920467887,0.9867591424968474,274.8548412322998
class2,42,5,0.0646950511744221,0.99615448921585,0.0993491860134773,0.9867591424968474,274.7278006076813
class2,42,6,0.0579185415681559,0.9964888814579502,0.0972322154353275,0.987389659520807,275.11787724494934
class2,42,7,0.0556860845476822,0.9969904698211002,0.0955083769726159,0.9861286254728878,274.74224615097046
class2,42,8,0.0543529189683346,0.9971576659421502,0.0939272170860559,0.9861286254728878,274.936594247818
class2,42,9,0.0534353251442066,0.9971576659421502,0.0938412819790547,0.9861286254728878,275.11191272735596
class2,43,0,1.861650236388196,0.4901080631753948,1.2277217061863732,0.6694587628865979,277.4682972431183
class2,43,1,0.7558136721997091,0.8510390689941812,0.4384782458223479,0.9162371134020618,275.04075360298157
class2,43,2,0.2448088762468828,0.973732335827099,0.1713106991679974,0.9748711340206184,274.9666028022766
class2,43,3,0.0999368034990648,0.9936824605153782,0.1551799560877849,0.979381443298969,274.7268319129944
class2,43,4,0.082807923631676,0.9951787198669992,0.1380423939878063,0.9813144329896908,275.01282119750977
class2,43,5,0.0684768182083852,0.996342477140482,0.1301535957939346,0.9800257731958762,275.1374292373657
class2,43,6,0.0594657308145651,0.9978387364921032,0.1266949838939478,0.9806701030927836,275.5052080154419
class2,43,7,0.0579084413802732,0.998004987531172,0.1251228972357342,0.9806701030927836,275.3237760066986
class2,43,8,0.0564213550596165,0.998004987531172,0.1238169200339153,0.9806701030927836,275.25766348838806
class2,43,9,0.055399744251026,0.998171238570241,0.1237356491151659,0.9806701030927836,275.2862286567688
class2,44,0,1.809441711011264,0.52840814974325,1.0639489019033956,0.7379084967320262,274.7465832233429
class2,44,1,0.661286446794248,0.8934901441113136,0.3565645780828264,0.9718954248366012,274.656298160553
class2,44,2,0.1837078534907135,0.9865827397714096,0.1248785769700809,0.9810457516339868,274.90531849861145
class2,44,3,0.076778794156413,0.9938711280437303,0.1025107869281877,0.984313725490196,275.1034297943115
class2,44,4,0.0632390895386652,0.9955275799238033,0.0885103316941097,0.9882352941176472,275.41950035095215
class2,44,5,0.0510886399106551,0.9973496769918834,0.0815797354770349,0.9882352941176472,275.3348641395569
class2,44,6,0.045254732453904,0.9978466125559052,0.0825920952837062,0.9869281045751634,275.03762555122375
class2,44,7,0.043431270511533,0.9983435481199272,0.0829691364862073,0.9882352941176472,275.62678599357605
class2,44,8,0.0420651097003051,0.9983435481199272,0.082103709664707,0.9888888888888888,275.2012052536011
class2,44,9,0.041024102385873,0.9983435481199272,0.0819949751342433,0.9888888888888888,275.36330938339233
class2,45,0,1.837899636902265,0.5075503355704698,1.0865931328439389,0.7747355320472931,274.0981991291046
class2,45,1,0.7254587058252936,0.8691275167785235,0.4311459732764095,0.9452395768512756,273.79252648353577
class2,45,2,0.2250394065908137,0.977013422818792,0.1561830843327649,0.9800871188550092,274.0766201019287
class2,45,3,0.094426773378513,0.9937919463087248,0.1408995914260793,0.9825762289981332,273.8810498714447
class2,45,4,0.078923510865077,0.9951342281879194,0.1480600358761833,0.9738643434971996,273.8267755508423
class2,45,5,0.0677024482880662,0.9953020134228188,0.1413648025606201,0.9757311761045426,273.3807897567749
class2,45,6,0.0581072148060638,0.996979865771812,0.142798923790529,0.9744866210329808,273.22537565231323
class2,45,7,0.0562260211714162,0.996979865771812,0.1404825716575592,0.9763534536403236,273.9064657688141
class2,45,8,0.0547659393924994,0.9973154362416108,0.1416538461843446,0.9744866210329808,274.31459164619446
class2,45,9,0.0536696312411519,0.9973154362416108,0.1419298509906632,0.9744866210329808,274.09027194976807
class2,46,0,1.836997944010633,0.49543113473999,1.1241701356392806,0.7732558139534884,274.58707666397095
class2,46,1,0.7048657441539292,0.9023093537132414,0.3776460324994045,0.9722222222222222,274.78563594818115
class2,46,2,0.200755752941207,0.9847150689483304,0.1132414088047829,0.9877260981912144,275.13057017326355
class2,46,3,0.083158757643439,0.9936866589134408,0.1014651189165945,0.9877260981912144,274.5276634693146
class2,46,4,0.0692502864869969,0.9956803455723542,0.0907545050038193,0.9890180878552972,275.83966994285583
class2,46,5,0.0586729517092358,0.9966771889018108,0.0918762089699044,0.9877260981912144,275.1543347835541
class2,46,6,0.0499842134023508,0.9976740322312676,0.0909395491648994,0.9877260981912144,274.78480410575867
class2,46,7,0.04877455318899,0.9980063133410866,0.0899861197694847,0.9877260981912144,274.58915853500366
class2,46,8,0.0476960338891037,0.9980063133410866,0.088564933902158,0.9883720930232558,274.6083014011383
class2,46,9,0.0467863119327857,0.998172453895996,0.0884099650757449,0.9883720930232558,275.25459384918213
